8.170000000000000000e+02,9.700000000000000000e+02
8.240000000000000000e+02,9.685000000000000000e+02
8.310000000000000000e+02,9.665000000000000000e+02
8.380000000000000000e+02,9.630000000000000000e+02
8.450000000000000000e+02,9.580000000000000000e+02
8.520000000000000000e+02,9.515000000000000000e+02
8.586666666666666288e+02,9.433333333333333712e+02
8.630000000000000000e+02,9.360000000000000000e+02
8.665000000000000000e+02,9.290000000000000000e+02
8.700000000000000000e+02,9.220000000000000000e+02
8.725000000000000000e+02,9.150000000000000000e+02
8.750000000000000000e+02,9.080000000000000000e+02
8.770000000000000000e+02,9.010000000000000000e+02
8.790000000000000000e+02,8.940000000000000000e+02
8.810000000000000000e+02,8.870000000000000000e+02
8.825000000000000000e+02,8.800000000000000000e+02
8.840000000000000000e+02,8.730000000000000000e+02
8.855000000000000000e+02,8.660000000000000000e+02
8.865000000000000000e+02,8.590000000000000000e+02
8.875000000000000000e+02,8.520000000000000000e+02
8.885000000000000000e+02,8.450000000000000000e+02
8.895000000000000000e+02,8.380000000000000000e+02
8.900000000000000000e+02,8.310000000000000000e+02
8.905000000000000000e+02,8.240000000000000000e+02
8.915000000000000000e+02,8.170000000000000000e+02
8.920000000000000000e+02,8.100000000000000000e+02
8.925000000000000000e+02,8.030000000000000000e+02
8.925000000000000000e+02,7.960000000000000000e+02
8.930000000000000000e+02,7.890000000000000000e+02
8.935000000000000000e+02,7.820000000000000000e+02
8.935000000000000000e+02,7.750000000000000000e+02
8.940000000000000000e+02,7.680000000000000000e+02
8.940000000000000000e+02,7.610000000000000000e+02
8.940000000000000000e+02,7.540000000000000000e+02
8.940000000000000000e+02,7.470000000000000000e+02
8.940000000000000000e+02,7.400000000000000000e+02
8.940000000000000000e+02,7.330000000000000000e+02
8.940000000000000000e+02,7.260000000000000000e+02
8.940000000000000000e+02,7.190000000000000000e+02
8.940000000000000000e+02,7.120000000000000000e+02
8.935000000000000000e+02,7.050000000000000000e+02
8.935000000000000000e+02,6.980000000000000000e+02
8.930000000000000000e+02,6.910000000000000000e+02
8.930000000000000000e+02,6.840000000000000000e+02
8.925000000000000000e+02,6.770000000000000000e+02
8.925000000000000000e+02,6.700000000000000000e+02
8.920000000000000000e+02,6.630000000000000000e+02
8.915000000000000000e+02,6.560000000000000000e+02
8.910000000000000000e+02,6.490000000000000000e+02
